PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Baker, TT; Conner, WH; Lockaby, BG; Stanturf, J; Burke, MK",,,,"Baker, TT; Conner, WH; Lockaby, BG; Stanturf, J; Burke, MK",,,"Fine root productivity and dynamics on a forested floodplain in south Carolina. (vol 65, pg 545, 2001)",SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,,,English,Correction,,,,,,,,,,,,"Stanturf, John/B-2889-2010","Stanturf, John/0000-0002-6828-9459",,,,1,0,1,0,4,SOIL SCI SOC AMER,MADISON,"677 SOUTH SEGOE ROAD, MADISON, WI 53711 USA",0361-5995,,,SOIL SCI SOC AM J,Soil Sci. Soc. Am. J.,MAR-APR,2002,66,2,,,,,671,671,,,,,1,Soil Science,Agriculture,528ZF,WOS:000174275000042,,,,,10/31/19
J,"McGee, EA; Trappe, JM",,,,"McGee, EA; Trappe, JM",,,The Australian zygomycetous mycorrhizal fungi. II. Further Australian sporocarpic Glomaceae,AUSTRALIAN SYSTEMATIC BOTANY,,,English,Article,,,,,,,ENDOGONACEAE; GLOMALES; SOIL,"Glomus atrouva, G. canum, G. cuneatum and G. pellucidum sp. nov. are described from eastern New South Wales. New distributional data and redescriptions are presented for G. australe, G. fuegianum, G. fulvum and G. pubescens, the last three being first reports for Australia. New records of G. caledonium, G. macrocarpum and G. tenerum are also included.","Univ Sydney, Sch Biol Sci, Sydney, NSW 2006, Australia; CSIRO Wildlife & Ecol, Canberra, ACT 2601, Australia; Oregon State Univ, Dept Forest Sci, Corvallis, OR 97331 USA","McGee, EA (reprint author), Univ Sydney, Sch Biol Sci, A12, Sydney, NSW 2006, Australia.",,,,,,,18,13,16,2,4,C S I R O PUBLISHING,COLLINGWOOD,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD, VICTORIA 3066, AUSTRALIA",1030-1887,,,AUST SYST BOT,Aust. Syst. Bot.,28-Feb,2002,15,1,,,,,115,124,UNSP 1030-1887/02/01115,10.1071/SB00038,,,10,Plant Sciences; Evolutionary Biology,Plant Sciences; Evolutionary Biology,525RV,WOS:000174085500009,,,,,10/31/19
J,"Vose, JM; Ryan, MG",,,,"Vose, JM; Ryan, MG",,,"Seasonal respiration of foliage, fine roots, and woody tissues in relation to growth, tissue N, and photosynthesis",GLOBAL CHANGE BIOLOGY,,,English,Article,,,,,,nitrogen; phenology; seasonal variation; temperature response; tissue respiration,MAINTENANCE RESPIRATION; CONSTRUCTION COST; PICEA-ENGELMANNII; DARK RESPIRATION; NITROGEN-CONTENT; EDDY COVARIANCE; PINUS-CONTORTA; LEAF NITROGEN; LOBLOLLY-PINE; CARBON,"Autotrophic respiration may regulate how ecosystem productivity responds to changes in temperature, atmospheric [CO2] and N deposition. Estimates of autotrophic respiration are difficult for forest ecosystems, because of the large amount of biomass, different metabolic rates among tissues, and seasonal variation in respiration rates. We examined spatial and seasonal patterns in autotrophic respiration in a Pinus strobus ecosystem, and hypothesized that seasonal patterns in respiration rates at a common temperature would vary with [N] for fully expanded foliage and fine roots, with photosynthesis for foliage, and with growth for woody tissues (stems, branches, and coarse roots). We also hypothesized that differences in [N] would largely explain differences in maintenance or dormant-season respiration among tissues. For April-November, mean respiration at 15degreesC varied from 1.5 to 2.8 mumol kg(-1) s(-1) for fully expanded foliage, 1.7-3.0 for growing foliage, 0.8-1.6 for fine roots, 0.6-1.1 (sapwood) for stems, 0.5-1.8 (sapwood) for branches, and 0.2-1.5 (sapwood) for coarse roots. Growing season variation in respiration for foliage produced the prior year was strongly related to [N] (r(2) = 0.94), but fine root respiration was not related to [N]. For current-year needles, respiration did not covary with [N]. Night-time foliar respiration did not vary in concert with previous-day photosynthesis for either growing or fully expanded needles. Stem growth explained about one-third of the seasonal variation in stem respiration (r(2) = 0.38), and also variation among trees (r(2) = 0.43). We did not determine the cause of seasonal variation in branch and coarse root respiration, but it is unlikely to be directly related to growth, as the pattern of respiration in coarse roots and branches was not synchronized with stem growth. Seasonal variations in temperature-corrected respiration rates were not synchronized among tissues, except foliage and branches. Spatial variability in dormant-season respiration rates was significantly related to tissue N content in foliage (r(2) = 0.67), stems (r(2) = 0.45), coarse roots (r(2) = 0.36), and all tissues combined (r(2) =0.83), but not for fine roots and branches. Per unit N, rates for P. strobus varied from 0.22 to 3.4 mumol molN(-1) s(-1) at 15degreesC, comparable to those found for other conifers. Accurate estimates of annual autotrophic respiration should reflect seasonal and spatial variation in respiration rates of individual tissues.","US Forest Serv, USDA, Coweeta Hydrol Lab, Otto, NC 28763 USA; US Forest Serv, USDA, Rocky Mt Res Stn, Ft Collins, CO 80526 USA; Colorado State Univ, Grad Degree Program Ecol, Ft Collins, CO 80523 USA","Vose, JM (reprint author), US Forest Serv, USDA, Coweeta Hydrol Lab, 3160 Coweeta Lab RD, Otto, NC 28763 USA.",,"Ryan, Michael G/A-9805-2008","Ryan, Michael G/0000-0002-2500-6738",,,,59,104,135,0,66,BLACKWELL PUBLISHING LTD,OXFORD,"9600 GARSINGTON RD, OXFORD OX4 2DG, OXON, ENGLAND",1354-1013,,,GLOBAL CHANGE BIOL,Glob. Change Biol.,FEB,2002,8,2,,,,,182,193,,10.1046/j.1365-2486.2002.00464.x,,,12,Biodiversity Conservation; Ecology; Environmental Sciences,Biodiversity & Conservation; Environmental Sciences & Ecology,525GF,WOS:000174060000007,,,,,10/31/19
J,"Duponnois, R; Ba, AM",,,,"Duponnois, R; Ba, AM",,,"Ectomycorrhization of Acacia mangium, Willd. and Acacia holosericea, A. Cunn ex G. Don in Senegal. Impact on plant growth, populations of indigenous symbiotic microorganisms and plant parasitic nematodes",JOURNAL OF ARID ENVIRONMENTS,,,English,Article,,,,,,Acacia; reforestation; plant parasitic nematodes; mycorrhizae; rhizobia; senegal,MYCORRHIZAL FUNGI; LACCARIA-LACCATA; FIELD CONDITIONS; SOIL; BACTERIA; BRADYRHIZOBIUM; STIMULATION; INOCULATION; ROOTS,"The ectomycorrhization of two Australian Acacia species (A. mangium and A. holoscricea) with two basidiomycetes (Pisolithus and Scleroderma) was studied in sterilized and unsterilized soils. The three fungal isolates, two exotic strains (Pisolithus COI 007 and COI 024) and one indigenous (Sclerodermal) enhanced the development of the Acacia species. In the unsterilized soil, the number of nodules per plant of indigenous rhizobia was increased when the plants had associated mycorrhizae. The plant parasitic nematode community was reduced by the fungal strains, especially for H. pararobustus with A. holosericea. The ectomycorrhizal associations of the Australian Acacias, mostly unknown in West Africa, appears to be very promising for use of these trees in afforestation programs. (C) 2002 Elsevier Science Ltd.","IRD, Lab Biopedol, Dakar, Senegal; Univ Moulay Ismail, Lab Biotechnol & Ameliorat Plantes, Meknes, Morocco; ISRA, Direct Rech Prod Forestieres, Dakar, Senegal","Duponnois, R (reprint author), IRD, Lab Biopedol, BP 1386, Dakar, Senegal.",robin.dupponnois@ird.sn,"Duponnois, Robin/J-7856-2016",,,,,37,5,5,0,12,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,LONDON,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0140-1963,1095-922X,,J ARID ENVIRON,J. Arid. Environ.,FEB,2002,50,2,,,,,325,332,,10.1006/jare.2001.0800,,,8,Ecology; Environmental Sciences,Environmental Sciences & Ecology,526AY,WOS:000174107300008,,,,,10/31/19
J,"Yun, KW; Choi, SK",,,,"Yun, KW; Choi, SK",,,Mycorrhizal colonization and plant growth affected by aqueous extract of Artemisia princeps var. orientalis and two phenolic compounds,JOURNAL OF CHEMICAL ECOLOGY,,,English,Article,,,,,,Artemisia princeps var. orientalis; aqueous extract; caffeic acid; p-coumaric acid; mycorrhizal fungi; plant growth,FUNGI; ROOTS,"The effects of an aqueous extract of Artemisia princeps var. orientalis and two phenolic compounds on mycorrhizal colonization and plant growth have been investigated. Greenhouse studies showed that the inhibitory effect of the extract on mycorrhizal colonization and plant growth increased in proportion to the concentration of the extract. When the mycorrhizal test plants were treated with an increasing concentration of phenolic compounds, the mycorrhizal colonization in roots of the test plant and the plant growth were decreased. There were strong indications that mycorrhizal fungi mitigated the inhibitory influence of shoot extract of A. princeps var. orientalis and phenolic compounds.","Sunchon Natl Univ, Dept Oriental Med Resources, Sunchon 540742, South Korea","Yun, KW (reprint author), Sunchon Natl Univ, Dept Oriental Med Resources, Sunchon 540742, South Korea.",,,,,,,23,20,22,0,5,KLUWER ACADEMIC/PLENUM PUBL,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013 USA",0098-0331,,,J CHEM ECOL,J. Chem. Ecol.,FEB,2002,28,2,,,,,353,362,UNSP 0098-0331/02/0200-0353/0,10.1023/A:1017990309629,,,10,Biochemistry & Molecular Biology; Ecology,Biochemistry & Molecular Biology; Environmental Sciences & Ecology,528ZY,WOS:000174276600009,11925073,,,,10/31/19
J,"Burke, DJ; Hamerlynck, EP; Hahn, D",,,,"Burke, DJ; Hamerlynck, EP; Hahn, D",,,Effect of arbuscular mycorrhizae on soil microbial populations and associated plant performance of the salt marsh grass Spartina patens,PLANT AND SOIL,,,English,Article,,,,,,chlorophyll fluorescence; in situ hybridization; microbial diversity; nifH; nitrogen-fixing bacteria; oligonucleotide probes; rRNA,DIAZOTROPH ASSEMBLAGE COMPOSITION; NATURAL BACTERIAL COMMUNITIES; NONMYCORRHIZAL CONTROL; NITROGEN-FIXATION; RHIZOSPHERE; CARBON; HYBRIDIZATION; ALTERNIFLORA; EXUDATION; BIOMASS,"The effect of arbuscular mycorrhizae (AM) on soil microbial populations and on growth performance of the high salt marsh plant Spartina patens was investigated in a AM suppression study on field-collected soil cores with S. patens. The application of benomyl resulted in a significant reduction of AM colonization on roots of S. patens, but did not completely suppress AM. Non-treated cores had significantly greater colonization (26+/-6%) than either benomyl-(12+/-7%) or benomyl-phosphorus-treated (7+/-3%) cores at a depth of 2.5 cm. Colonization differences between cores declined with depth (5.0 and 7.5 cm). however, so that at 7.5 cm there was no difference between treatments. This decline was attributed to a reduction in oxygen availability with depth as evidenced by decreasing redox potential. Basic environmental conditions generally resembled those found at the field site. There were no environmental differences between treatments at the depths examined. Cell numbers and specific biomass of DAPI-stained organisms as well as members of the Domain Bacteria were significantly higher when AM colonization was suppressed. while those of the Domains Eucarya and Archaea were not significantly influenced. The increase in both microbial and bacterial population size and biomass in the presence of lower levels of AM colonization is most likely due to increases in carbon exudation to soil and rhizosphere populations that accompany AM suppression. PCR-RFLP analysis of nifH amplicons in bulk soil and rhizosphere at varying depths through the soil cores showed differences in banding patterns between rhizosphere and soil material in the presence of AM. The lack of such strong differences in the benomyl-treated cores suggests that AM colonization more strongly affects the nitrogen-fixing population than do physicochemical conditions (e.g. redox potential) alone. Plant growth performance assessed by analyzing root and leaf biomass, as well as excitation transfer efficiency of open photosynthesis system II (PS II) reaction centers (Fv/Fm) was not significantly influenced by AM. Significant differences were found between treatments for C/N ratios and nitrogen content in leaf tissue. indicating that suppression of AM increased plant nitrogen acquisition.","Rutgers State Univ, Dept Biol Sci, Newark, NJ 07102 USA; New Jersey Inst Technol, Dept Chem Engn, Newark, NJ 07102 USA","Burke, DJ (reprint author), Rutgers State Univ, Dept Biol Sci, 101 Warren St,Smith Hall 135, Newark, NJ 07102 USA.",djburke@pegasus.rutgers.edu,,,,,,61,26,31,2,22,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0032-079X,1573-5036,,PLANT SOIL,Plant Soil,FEB,2002,239,1,,,,,141,154,,10.1023/A:1014901518235,,,14,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,552PA,WOS:000175627700013,,,,,10/31/19
J,"Watson, AJ; Tombleson, JD",,,,"Watson, AJ; Tombleson, JD",,,"Toppling in juvenile pines: A comparison of the root system characteristics of direct-sown seedlings, and bare-root seedlings and cuttings",PLANT AND SOIL,,,English,Article,,,,,,juvenile trees; radiata pine; root allocation; root biomass; toppling; wind stability,SITKA SPRUCE; TREE STABILITY; GROWTH; ARCHITECTURE; ALLOCATION; ANCHORAGE; BIOMASS; STEM,"Three-year radiata pine (Pinus radiata D. Don) direct-sown seedlings, bare-root seedlings and cuttings were excavated by hand from a planting trial in Taranaki, New Zealand. Eighteen trees were sampled, six of each plant type. Root system characteristics were compared by investigating differences in above- and below-ground biomass, root length, root size and root biomass distribution. No significant differences were found between plant types in total below-ground biomass, root:shoot ratio, tap root or sinker root biomass. Significant differences between plant types were found for total above-ground, branch, foliage, root bole and lateral root biomass. Additional significant differences were encountered for total root length, tap root and lateral root length. The study found the observed wind-firmness of direct-sown seedlings was unlikely to be because of the size or development of the tap root systems, the degree of symmetrical distribution of their lateral roots or higher root:shoot ratios, but could be associated with the greater proportion of total root biomass allocated to their near-stem lateral roots. It is proposed that the increase in biomass allocated to the near-stem portion of the root system, particularly on the leeward side of a tree, can be considered as an early indicator of emerging tree stability. A field-based method is suggested as a way of obtaining a measure of root anchorage. If plant types are to be developed for greater resistance to toppling, the results from this study would suggest that root stiffness, i.e. less root flexibility, should be a priority consideration in any selection or breeding programme.","Landcare Res, Canterbury, New Zealand; Forest Res, Rotorua, New Zealand","Watson, AJ (reprint author), Landcare Res, POB 69, Canterbury, New Zealand.",,,,,,,47,15,16,1,10,KLUWER ACADEMIC PUBL,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,FEB,2002,239,2,,,,,187,196,,10.1023/A:1015036105630,,,10,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,540PL,WOS:000174937300003,,,,,10/31/19
J,"Hertel, D; Leuschner, C",,,,"Hertel, D; Leuschner, C",,,A comparison of four different fine root production estimates with ecosystem carbon balance data in a Fagus-Quercus mixed forest,PLANT AND SOIL,,,English,Article,,,,,,compartmental flow calculation; fine root biomass; root necromass; ingrowth cores; minimum-maximum calculation; root growth chamber approach; sequential soil coring,NORTHERN HARDWOOD FOREST; SCOTS PINE STAND; NITROGEN AVAILABILITY; IMAGINARY PROBLEM; ORGANIC-MATTER; BEECH FOREST; SOIL CORE; TURNOVER; BIOMASS; DYNAMICS,"The controversy on how to measure fine root production of forests (P) most accurately continues. We applied four different approaches to determine annual rates of P in an old-growth temperate Fagus sylvatica-Quercus petraea stand: sequential soil coring with minimum-maximum calculation, sequential coring with compartmental flow calculation, the ingrowth core method, and a recently developed root chamber method for measuring the growth of individual fine roots in situ. The results of the four destructive approaches differed by an order of magnitude and, thus, are likely to introduce large errors in estimating P. The highest annual rates of P were obtained from the sequential coring approach with compartmental flow calculation, intermediate rates by sequential coring with minimum-maximum calculation, and low ones by both the root growth chamber and ingrowth core approaches. A carbon budget for the stand was set up based on a model of annual net carbon gain by the canopy and measurements on carbon sink strength (annual leaf, branch and stem growth). The budget implied that a maximum of 27% of the net carbon gain was available for allocation to fine root growth. When compared to the carbon budget data, the sequential coring/compartmental flow approach overestimated annual fine root production substantially; whereas the ingrowth core and root growth chamber approaches grossly underestimated P rates. With an overestimation of about 25% the sequential coring/minimum-maximum approach demonstrated the best agreement with the carbon budget data. It is concluded that the most reliable estimate of P in this temperate forest will be obtained by applying the sequential coring/minimum-maximum approach, conducted with a large number of replicate samples taken on a few dates per season, in conjunction with direct root growth observation by minirhizotrons.","Univ Gottingen, Albrecht von Haller Inst Plant Sci, D-37073 Gottingen, Germany","Hertel, D (reprint author), Univ Gottingen, Albrecht von Haller Inst Plant Sci, D-37073 Gottingen, Germany.",,,,,,,56,109,115,0,27,KLUWER ACADEMIC PUBL,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,FEB,2002,239,2,,,,,237,251,,10.1023/A:1015030320845,,,15,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,540PL,WOS:000174937300008,,,,,10/31/19
J,"Oba, H; Tawaraya, K; Wagatsuma, T",,,,"Oba, H; Tawaraya, K; Wagatsuma, T",,,Inhibition of pre-symbiotic hyphal growth of arbuscular mycorrhizal fungus Gigaspora margarita by root exudates of Lupinus spp.,SOIL SCIENCE AND PLANT NUTRITION,,,English,Article,,,,,,arbuscular mycorrhiza; Gigaspora margarita; Lupinus; non-host; root exudate,SPORE GERMINATION; PLANTS; HOST; PHOSPHORUS; INFECTION,"Effect of root exudates of Lupinus plants on hyphal growth of arbuscular mycorrhizal (AM) fungus was investigated in order to elucidate the failure of mycorrhizal colonization in non-host plants. Four species of Lupinus were grown in solution culture and root exudates were collected. Spores of Gigaspora margarita were incubated with the root exudates. Hyphal length in the root exudates of L. luteus, L. aridus, and L. cosentini was shorter than that of the control treatment, irrespective of the P status of Lupinus plants. Numbers of hyphae exhibiting branching were lower in the root exudates of L. luteas and L. cosentini than in those of the controls. It is suggested that these Lupinus plants did not induce pre-symbiotic hyphal growth of AM fungi but inhibited it.","Yamagata Univ, Fac Agr, Tsuruoka 9978555, Japan","Tawaraya, K (reprint author), Yamagata Univ, Fac Agr, Tsuruoka 9978555, Japan.",,", Tawaraya/R-1981-2019",,,,,17,10,13,1,8,JAPANESE SOC SOIL SCIENCE PLANT NUTRITION,TOKYO,"BUSINESS CENTER ACAD SOC JAPAN 16-9, HONKOMAGOME 5-CHOME, BUNKYO-KU, TOKYO, 113, JAPAN",0038-0768,,,SOIL SCI PLANT NUTR,Soil Sci. Plant Nutr.,FEB,2002,48,1,,,,,117,120,,10.1080/00380768.2002.10409180,,,4,Plant Sciences; Environmental Sciences; Soil Science,Plant Sciences; Environmental Sciences & Ecology; Agriculture,516YX,WOS:000173585300017,,,,,10/31/19
J,"Waring, RH; McDowell, N",,,,"Waring, RH; McDowell, N",,,Use of a physiological process model with forestry yield tables to set limits on annual carbon balances,TREE PHYSIOLOGY,,,English,Article; Proceedings Paper,Symposium on Aging in Pacific Northwest Forests,19-Oct-00,"OREGON STATE UNIV, CORVALLIS, OR","Western Regional Ctr, Nat Inst Global Environm Change",OREGON STATE UNIV,Douglas-fir; ecosystem production; 3-PG; primary production,NET PRIMARY PRODUCTION; GROSS PRIMARY PRODUCTION; LEAF-AREA INDEX; USE EFFICIENCY; ECOSYSTEM PRODUCTIVITY; ENVIRONMENTAL LIMITS; SEASONAL PATTERNS; OREGON TRANSECT; HARVARD FOREST; SITKA SPRUCE,"We present an approach that sets limits on annual carbon fluxes for different aged forests by using a simple process-based model (3-PG) and information derived from yield tables and local weather stations. Given a measure of height-growth potential, model predictions are constrained to match stand dynamics described in yield tables. Thus constrained, the model can provide reasonable annual estimates of gross photosynthesis under a specified climate, even with inexact knowledge of soil properties. If we assume that leaf litterfall and fineroot turnover approach equilibrium at canopy closure, maximum net annual ecosystem exchange can also be predicted from modeled estimates of these two detrital components and estimates of foliage, branch, stem and coarse-root production. The latter four components of production are predicted from allometric relationships with mean stem diameter. The approach is demonstrated for Douglas-fir (Pseudotsuga menziesii (Mirb.) Franco) stands between Ages 20 and 150 years growing under conditions typical of those at Wind River, Washington, USA. Gross photosynthesis (P(g)) by Douglas-fir at Ages 20, 70 and 150 years with leaf area indices (L) of 8.1, 6.9 and 4.0 was predicted at 1630, 1580 and 1160 g C m(-2) year(-1), respectively. Maximum net ecosystem production (P(e)) for the same range in age classes was predicted to average 275, 294 and 207 g C m-2 year 1, respectively. The predicted reductions in L for older stands do not occur because other species fill the canopy gaps created by natural mortality of Douglas-fir. As a result of the development of an understory, total P(g) is predicted to decrease only slightly with the aging of the overstory. Estimates of P(e) exclude respiration from coarse woody debris, although additions of this component are provided annually by the model. The process-based modeling approach, constrained by yield table estimates of stand properties, sets reasonable limits on annual carbon exchange and suggests which environmental variables deserve careful monitoring to refine estimates of carbon fluxes.","Oregon State Univ, Coll Forestry, Corvallis, OR 97331 USA","Waring, RH (reprint author), Oregon State Univ, Coll Forestry, Corvallis, OR 97331 USA.",waring@fsl.orst.edu,"Waring, Richared/C-4796-2014","Waring, Richared/0000-0003-2533-3664",,,,47,54,60,0,8,OXFORD UNIV PRESS,OXFORD,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",0829-318X,,,TREE PHYSIOL,Tree Physiol.,FEB,2002,22,3-Feb,,,,,179,188,,10.1093/treephys/22.2-3.179,,,10,Forestry,Forestry,522TN,WOS:000173913200012,11830414,Bronze,,,10/31/19
