PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Siegel-Issem, CM; Burger, JA; Powers, RF; Ponder, F; Patterson, SC",,,,"Siegel-Issem, CM; Burger, JA; Powers, RF; Ponder, F; Patterson, SC",,,Seedling root growth as a function of soil density and water content,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,,,English,Article,,,,,,,YOUNG PONDEROSA PINE; LOBLOLLY-PINE; MECHANICAL IMPEDANCE; PHYSICAL QUALITY; FOREST SOILS; BULK DENSITY; DOUGLAS-FIR; COMPACTION; RANGE; ELONGATION,"Compaction caused by some intensive forest management practices can reduce tree growth, but growth reduction is the result of complex interactions between soil properties and tree physiological processes, which may differ by species. We used a 7 by 7 factorial greenhouse experiment to create a matrix of bulk density (rho(h)) and volumetric water content (theta,) to better understand soil compaction effects on seedling growth of: (i) ponderosa pine (Pinus ponderosa var. ponderosa Dougl. ex Laws) grown on Dome and Cohasset soils; (ii) shortleaf pine (Pinus echinata Mill.) on a Clarksville soil; and (iii) loblolly pine (Pinus taeda L.) on an Argent soil. Models of root length density (RLD) were developed using multiple regression. The general model of RLD = b(0) + b(1)theta(v) + b(2)rho(h) + b(3)theta(v)(2) described rooting response for the Clarksville-shortleaf and Argent-loblolly soil-species combinations (p = 0.005). However, the ponderosa pine RLD response on Cohasset soil was linear and there was an interaction between theta, and rho(h) in the Dome soil. Shoot mass of seedlings growing within the least limiting water range (LLWR) was greater than those growing outside the range for all soil-species combinations except the Argent-loblolly pine (p = 0.05). The loblolly pines had greater shoot mass at theta, above the upper LLWR limits (aeration limiting). Least limiting water range has potential as a soil quality indicator, but seedling response was not always associated with LLWR. Root length density (RLD) response surface models in conjunction with seasonal site water data have potential for determining compaction-induced soil limitations for tree growth, but need to be field tested and calibrated for both soil and species.","Virginia Polytech Inst & State Univ, Dept Forestry 0324, Blacksburg, VA 24060 USA; USDA, Forest Serv, Pacific SW Res Stn, Redding, CA 96001 USA; Lincoln Univ, USDA, Forest Serv, N Cent Res Stn, Jefferson City, MO 65102 USA; MeadWestvaco Corp, Forest Sci Lab, Summerville, SC 29483 USA","Siegel-Issem, CM (reprint author), Virginia Polytech Inst & State Univ, Dept Forestry 0324, Blacksburg, VA 24060 USA.",csiegel@vt.edu,,,,,,50,54,58,0,28,SOIL SCI SOC AMER,MADISON,"677 SOUTH SEGOE ROAD, MADISON, WI 53711 USA",0361-5995,1435-0661,,SOIL SCI SOC AM J,Soil Sci. Soc. Am. J.,JAN-FEB,2005,69,1,,,,,215,226,,10.2136/sssaj2005.0215,,,12,Soil Science,Agriculture,891RK,WOS:000226598100024,,,,,10/31/19
J,"Vanninen, P; Makela, A",,,,"Vanninen, P; Makela, A",,,"Carbon budget for Scots pine trees: effects of size, competition and site fertility on growth allocation and production",TREE PHYSIOLOGY,,,English,Article,,,,,,biomass; carbon balance; needle efficiency; Pinus sylvestris; structure,NITROGEN PRODUCTIVITY; ABOVEGROUND BIOMASS; SOUTHERN FINLAND; LODGEPOLE PINE; ROOT DYNAMICS; DRY-MATTER; STAND; MODEL; FOREST; AGE,"Time series of carbon fluxes in individual Scots pine (Pinus sylvestris L.) trees were constructed based on biomass measurements and information about component-specific turnover and respiration rates. Foliage, branch, stem sapwood, heartwood and bark components of aboveground biomass were measured in 117 trees sampled from 17 stands varying in age, density and site fertility. A subsample of 32 trees was measured for belowground biomass excluding fine roots. Biomass of fine roots was estimated from the results of an earlier study. Statistical models were constructed to predict dry mass (DW) of components from tree height and basal area, and time derivatives of these models were used to estimate biomass increments from height growth and basal area growth. Biomass growth (G) was estimated by adding estimated biomass turnover rates to increments, and gross photosynthetic production (P) was estimated by adding estimated component respiration rates to growth. The method, which predicts the time course of G, P and biomass increment in individual trees as functions of height growth and basal area growth, was applied to eight example trees representing different dominance positions and site fertilities. Estimated G and P of the example trees varied with competition, site fertility and tree height, reaching maximum values of 22 and 43 kg(DW) year(-1), respectively. The site types did not show marked differences in productivity of trees of the same height, although height growth was greater on the fertile site. The G:P ratio decreased with tree height from 65 to 45%. Growth allocation to needles and branches increased with increasing dominance, whereas growth allocation to the stem decreased. Growth allocation to branches decreased and growth allocation to coarse roots increased with increasing tree size. Trees at the poor site allocated 49% more to fine roots than trees at the fertile site. The belowground parts accounted for 25 to 55% of annual G, increasing with tree size and decreasing with site fertility. Annual G and P per unit needle mass varied over the ranges 1.9-2.4 and 3.5-4.0 kg(DW) kg(-1), respectively. The relationship between P and needle mass in the example trees was linear and relatively independent of competition, site fertility and age.","Univ Helsinki, Dept Forest Ecol, FIN-00014 Helsinki, Finland","Vanninen, P (reprint author), Univ Helsinki, Dept Forest Ecol, POB, FIN-00014 Helsinki, Finland.",petteri.vanninen@helsinki.fi,,"Makela, Annikki/0000-0001-9633-7350",,,,54,32,38,3,24,OXFORD UNIV PRESS,OXFORD,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",0829-318X,,,TREE PHYSIOL,Tree Physiol.,JAN,2005,25,1,,,,,17,30,,10.1093/treephys/25.1.17,,,14,Forestry,Forestry,887WC,WOS:000226335200003,15519982,Bronze,,,10/31/19
J,"Tang, J; Qi, Y; Xu, M; Misson, L; Goldstein, AH",,,,"Tang, J; Qi, Y; Xu, M; Misson, L; Goldstein, AH",,,Forest thinning and soil respiration in a ponderosa pine plantation in the Sierra Nevada,TREE PHYSIOLOGY,,,English,Article,,,,,,carbon cycle; CO2 efflux; modeling; multivariate analysis,MIXED HARDWOOD FOREST; CO2 EFFLUX; CARBON-DIOXIDE; ROOT RESPIRATION; LOBLOLLY-PINE; BALSAM FIR; PHYSIOLOGICAL-RESPONSES; TEMPERATURE-DEPENDENCE; ECOSYSTEM RESPIRATION; UNTHINNED STANDS,"Soil respiration is controlled by soil temperature, soil water, fine roots, microbial activity, and soil physical and chemical properties. Forest thinning changes soil temperature, soil water content, and root density and activity, and thus changes soil respiration. We measured soil respiration monthly and soil temperature and volumetric soil water continuously in a young ponderosa pine (Pinus ponderosa Dougl. ex P. Laws. & C. Laws.) plantation in the Sierra Nevada Mountains in California from June 1998 to May 2000 (before a thinning that removed 30% of the biomass), and from May to December 2001 (after thinning). Thinning increased the spatial homogeneity of soil temperature and respiration. We conducted a multivariate analysis with two independent variables of soil temperature and water and a categorical variable representing the thinning event to simulate soil respiration and assess the effect of thinning. Thinning did not change the sensitivity of soil respiration to temperature or to water, but decreased total soil respiration by 13% at a given temperature and water content. This decrease in soil respiration was likely associated with the decrease in root density after thinning. With a model driven by continuous soil temperature and water time series, we estimated that total soil respiration was 948, 949 and 831 g C m(-2) year(-1) in the years 1999,2000 and 2001, respectively. Although thinning reduced soil respiration at a given temperature and water content, because of natural climate variability and the thinning effect on soil temperature and water, actual cumulative soil respiration showed no clear trend following thinning. We conclude that the effect of forest thinning on soil respiration is the combined result of a decrease in root respiration, an increase in soil organic matter, and changes in soil temperature and water due to both thinning and interannual climate variability.","Univ Calif Berkeley, Dept Environm Sci Policy & Management, Berkeley, CA 94720 USA; Beijing Normal Univ, Sch Environm, Beijing 100875, Peoples R China; Rutgers State Univ, Dept Ecol Evolut & Nat Resources, New Brunswick, NJ 08901 USA","Tang, J (reprint author), Univ Calif Berkeley, Dept Environm Sci Policy & Management, Berkeley, CA 94720 USA.",jtang@umn.edu,"Goldstein, Allen H/A-6857-2011; Tang, Jianwu/K-6798-2014","Goldstein, Allen H/0000-0003-4014-4896; Tang, Jianwu/0000-0003-2498-9012",,,,34,113,141,3,39,HERON PUBLISHING,VICTORIA,"202, 3994 SHELBOURNE ST, VICTORIA, BC V8N 3E2, CANADA",0829-318X,,,TREE PHYSIOL,Tree Physiol.,JAN,2005,25,1,,,,,57,66,,10.1093/treephys/25.1.57,,,10,Forestry,Forestry,887WC,WOS:000226335200007,15519986,Bronze,,,10/31/19
J,"Gaucher, C; Gougeon, S; Mauffette, Y; Messier, C",,,,"Gaucher, C; Gougeon, S; Mauffette, Y; Messier, C",,,Seasonal variation in biomass and carbohydrate partitioning of understory sugar maple (Acer saccharum) and yellow birch (Betula alleghaniensis) seedlings,TREE PHYSIOLOGY,,,English,Article,,,,,,photosynthetic : non-photosynthetic tissue ratio; root : shoot ratio; starch; total nonstructural carbohydrates,SHADE TOLERANCE; LIGHT AVAILABILITY; WOODY-PLANTS; INTERSPECIFIC VARIATION; CANOPY GAPS; CARBON GAIN; GROWTH; ALLOCATION; RESERVES; SAPLINGS,"We investigated seasonal patterns of biomass and carbohydrate partitioning in relation to shoot growth phenology in two age classes of sugar maple (Acer saccharum Marsh.) and yellow birch (Betula alleghaniensis Britt.) seedlings growing in the understory of a partially harvested forest. The high root: shoot biomass ratio and carbohydrate concentration of sugar maple are characteristic of species with truncated growth patterns (i.e., cessation of aboveground shoot growth early in the growing season), a conservative growth strategy and high shade tolerance. The low root:shoot biomass ratio and carbohydrate concentration of yellow birch are characteristic of species with continuous growth patterns, an opportunistic growth strategy and low shade tolerance. In both species, starch represented up to 95% of total nonstructural carbohydrates and was mainly found in the roots. Contrary to our hypothesis, interspecific differences in shoot growth phenology (i.e., continuous versus truncated) did not result in differences in seasonal patterns of carbohydrate partitioning. Our results help explain the niche differentiation between sugar maple and yellow birch in temperate, deciduous understory forests.","Univ Quebec, Grp Rech Ecol Forestiere Interuniv, Montreal, PQ H3C 3P8, Canada; Univ Quebec, Dept Biol Sci, Montreal, PQ H3C 3P8, Canada","Gaucher, C (reprint author), Univ Quebec, Grp Rech Ecol Forestiere Interuniv, CP 8888,Succ Ctr Ville, Montreal, PQ H3C 3P8, Canada.",gaucherc@sympatico.ca,,,,,,47,31,42,1,23,HERON PUBLISHING,VICTORIA,"202, 3994 SHELBOURNE ST, VICTORIA, BC V8N 3E2, CANADA",0829-318X,,,TREE PHYSIOL,Tree Physiol.,JAN,2005,25,1,,,,,93,100,,10.1093/treephys/25.1.93,,,8,Forestry,Forestry,887WC,WOS:000226335200011,15519990,Bronze,,,10/31/19
J,"Pritchard, ES; Guy, RD",,,,"Pritchard, ES; Guy, RD",,,Nitrogen isotope discrimination in white spruce fed with low concentrations of ammonium and nitrate,TREES-STRUCTURE AND FUNCTION,,,English,Article,,,,,,Picea glauca; stable isotopes; fractionation; nitrogen assimilation; ion flux,MOENCH VOSS SEEDLINGS; WATER-USE EFFICIENCY; NATURAL-ABUNDANCE; FLUX CHARACTERISTICS; DIFFUSION METHOD; SPINACH LEAVES; SOIL EXTRACTS; FRACTIONATION; GENOTYPES; BARLEY,"Differences in delta(15)N among ten white spruce [Picea glauca (Moench) Voss] families were examined in hydroponic experiments testing (1) three N sources [100 muM N as (i) NH4+, (ii) NO3- or (iii) NH4NO3] and (2) two supply regimes [200 muM NH4+ (i) maintained steadily or (ii) recurrently drawn-down]. In the N-source experiment, the NH4+ treatment resulted in superior growth and lower C/N ratios. Whole plant delta(15)N was higher on NH4+ and NH4NO3, reflecting higher NH4+ removal rates from the media. Families expressed differences in biomass, C/N, delta(15)N and delta(13)C. Family delta(15)N and delta(13)C were positively correlated in the NH4NO3 treatment and the steady-state regime. Supply regime did not affect total biomass, but higher root/shoot ratios implied N was more limiting under the draw-down regime. Family rank changed with supply regime, but not with N source. Analysis of media isotope enrichment during substrate depletion revealed relationships between net discrimination and external N concentration. Discrimination against (NH4+)-N-15 was about twice that of (NO3-)-N-15 stop. A simple model relating isotope discrimination to relative rates of ion efflux and influx predicted efflux/influx ratios consistent with published values for white spruce. We propose that genetic differences in discrimination are caused by different demands on assimilation and in uptake capacity which interact, influencing the balance between N influx and efflux.","Univ British Columbia, Fac Forestry, Dept Forest Sci, Vancouver, BC V6T 1Z4, Canada","Guy, RD (reprint author), Univ British Columbia, Fac Forestry, Dept Forest Sci, 3030-2424 Main Mall, Vancouver, BC V6T 1Z4, Canada.",guy@interchg.ubc.ca,,,,,,47,37,37,2,20,SPRINGER HEIDELBERG,HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",0931-1890,1432-2285,,TREES-STRUCT FUNCT,Trees-Struct. Funct.,JAN,2005,19,1,,,,,89,98,,10.1007/s00468-004-0367-2,,,10,Forestry,Forestry,884RW,WOS:000226104700011,,,,,10/31/19
J,"Kershaw, K; Allen, L; Lisle, A; Withers, K",,,,"Kershaw, K; Allen, L; Lisle, A; Withers, K",,,"Determining the age of adult wild dogs (Canis lupus dingo, C-l. domesticus and their hybrids). I. Pulp cavity: tooth width ratios",WILDLIFE RESEARCH,,,English,Article,,,,,,,TEETH,"In order to determine the age of adult wild dogs, we compared two methods ( that of Thomson and Rose (TR method) and that of Knowlton and Whittemore (KW method)) of measuring and calculating pulp cavity : tooth width ratios on upper and lower canine teeth from 68 mixed-sex, known-age wild dogs of 9 months to 13 years of age reared at two localities. Although significant relationships ( P = 0.0001) were found between age and pulp cavity ratios by both methods, the TR ratio calculation and measurement showed heteroscedasity in error variance whereas the KW ratios had a more stable error variance and were normally distributed. The KW method also found significant differences between pulp cavity ratios between teeth of the upper and lower jaws ( P < 0.0001) and sex ( P = 0.01) but not geographic origin ( P = 0.1). Regressions and formulae for fitted curves are presented separately for male and female wild dogs. Males show greater variability in pulp cavity decrements with age than do females, suggesting a physiological difference between the sexes. We conclude that the KW method of using pulp cavity as a proportion of tooth width, measured 15 mm from the root tip and averaged over both upper canines, is the more accurate method of estimating the age of adult wild dogs.","Univ So Queensland, Dept Biol & Phys Sci, Toowoomba, Qld 4350, Australia; Nat Resources & Mines, Robert Wick Pest Anim Res Ctr, Toowoomba, Qld 4350, Australia; Univ Queensland, Sch Agron & Hort, Gatton, Qld 4343, Australia","Kershaw, K (reprint author), Univ So Queensland, Dept Biol & Phys Sci, Toowoomba, Qld 4350, Australia.",,,,,,,14,7,7,0,6,C S I R O PUBLISHING,COLLINGWOOD,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD, VICTORIA 3066, AUSTRALIA",1035-3712,,,WILDLIFE RES,Wildl. Res.,,2005,32,6,,,,,581,585,,10.1071/WR03109,,,5,Ecology; Zoology,Environmental Sciences & Ecology; Zoology,975IG,WOS:000232653600010,,Green Accepted,,,10/31/19
J,"Xiao, CW; Ceulemans, R",,,,"Xiao, CW; Ceulemans, R",,,Allometric relationships for below- and aboveground biomass of young Scots pines,FOREST ECOLOGY AND MANAGEMENT,,,English,Article,,,,,,height profile; roots; branch and tree level; biomass allocation; Pinus sylvestris L.,LOBLOLLY-PINE; DOUGLAS-FIR; CROWN STRUCTURE; SITE QUALITY; LEAF-AREA; TREE; EQUATIONS; STAND; BRANCH; FOLIAGE,"For 10-year-old Scots pine (Pinus sylvestris L.) trees allometric relationships describing branch and needle biomass at the branch level, as well as biomass of stems, branches, needles, coarse roots, small roots and total biomass at the tree level, were developed and compared. Height profiles of branch and needle biomass as well as biomass allocation were also analyzed. At the branch level, the relationships of branch diameter, branch length and whorl position were the best to predict branch and needle biomass. They were able to explain 96% of the observed variation for branches and needles. Simple allometric relationships of whorl height accurately predicted vertical distribution of branch and needle biomass as well as of their total, and explained more than 96% of the observed variation. The vertical distributions of biomass of branches, of needles and of their total, were very similar and were skewed vertically downward. At the tree level stem diameter at breast height (DBH) and tree height were significant determinants of biomass of stems, coarse roots and small roots. Similarly DBH, tree height and crown length were the predominant variables of biomass of branches and needles, and of the entire tree biomass. All together, allometric relationships with DBH were the best to estimate biomass of all above- and belowground compartments. These relationships were able to explain more than 98% of the observed variation. For 4.5-5.6 m tall trees with an average DBH of 7.16 cm, the entire tree biomass was 13.38 kg. On average 33.9% of the biomass was allocated to the stem, 25% to the branches, 22% to the needles, 17.8% to the coarse roots and 1.3% to small roots. The ratio of belowground biomass to aboveground biomass amounted to 0.26. (C) 2004 Elsevier B.V. All rights reserved.","Univ Antwerp, Res Grp Plant & Vegetat Ecol, Dept Biol, B-2610 Antwerp, Belgium","Ceulemans, R (reprint author), Univ Antwerp, Res Grp Plant & Vegetat Ecol, Dept Biol, Univ Pl 1, B-2610 Antwerp, Belgium.",cwxiao@ibcas.ac.cn; reinhart.ceulemans@ua.ac.be,"Ceulemans, Reinhart J M/F-2109-2016","Ceulemans, Reinhart J M/0000-0003-4773-9358",,,,42,48,68,0,19,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-1127,,,FOREST ECOL MANAG,For. Ecol. Manage.,13-Dec,2004,203,3-Jan,,,,,177,186,,10.1016/j.foreco.2004.07.062,,,10,Forestry,Forestry,876UI,WOS:000225523000013,,,,,10/31/19
J,"Oliver, GR; Beets, PN; Garrett, LG; Pearce, SH; Kimberly, MO; Ford-Robertson, JB; Robertson, KA",,,,"Oliver, GR; Beets, PN; Garrett, LG; Pearce, SH; Kimberly, MO; Ford-Robertson, JB; Robertson, KA",,,Variation in soil carbon in pine plantations and implications for monitoring soil carbon stocks in relation to land-use change and forest site management in New Zealand,FOREST ECOLOGY AND MANAGEMENT,,,English,Article,,,,,,soil carbon; carbon stocks; land-use change; harvesting effects; carbon monitoring,STORAGE; PASTURES; TURNOVER; LITTER,"Various methods were assessed to determine the impact of forest harvesting on mineral soil carbon (C) in Pinus radiata stands at Puruki catchment in the central North Island of New Zealand. Previous work at this site reported a reduction in soil carbon of 3.6 Mg ha(-1) in the top 0.1 m over one 23-year rotation of pine on improved pasture [Beets, P.N., Oliver, G.R., Clinton, P.W., 2002. Soil carbon protection in podocarp/hardwood forest, and the effects of conversion to pasture and exotic pine forest. J. Environ. Pollut. 116, S63-S73]. In this study, by sampling before and after harvesting, a further reduction of 3.1 Mg ha(-1) (significant at P = 0.05) in mineral soil carbon stocks to 0.1 nt depth was found to be associated with harvesting disturbance. However, less intensive sampling was unable to detect any significant harvesting effects in depths down to 2 m. Variation between plots was large, and it was estimated that to detect a 10% change in carbon content with 95% confidence 19 permanent plots would be required for 0-0.1 m depth and 40 permanent plots required to detect changes to I m depth. Soil C content to I m depth in Puruki Rua subcatchment was estimated to average between 143 and 164 Mg ha(-1). In two paired-site studies comparing pasture with second rotation pine, the difference between land-uses in mineral soil C content to 0.1 m depth was 19.6 Mg ha(-1) in volcanic soil at Kaingaroa and 8.5 Mg ha(-1) in high clay activity soil at Ngaumu. Significant differences in mineral soil C between pine and pasture was found with cumulative depth down to 2 m, well below the rooting depth of pasture, which suggests that historic factors overshadowed influences of the current land-use and can account for the difference in soil carbon. At Kaingaroa, variability in soil carbon content was high at all depths measured, and to detect a 10% difference in soil carbon content with 95% confidence approximately 60 pits measured to I m depth would be required. (C) 2004 Elsevier B.V. All rights reserved.","New Zealand Forest Res Inst, Rotorua, New Zealand","Beets, PN (reprint author), New Zealand Forest Res Inst, Private Bag 3020, Rotorua, New Zealand.",peter.beets@forestresearch.co.nz,,,,,,27,24,28,1,16,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-1127,1872-7042,,FOREST ECOL MANAG,For. Ecol. Manage.,13-Dec,2004,203,3-Jan,,,,,283,295,,10.1016/j.foreco.2004.07.045,,,13,Forestry,Forestry,876UI,WOS:000225523000022,,,,,10/31/19
J,"Hartnett, DC; Potgieter, AF; Wilson, GWT",,,,"Hartnett, DC; Potgieter, AF; Wilson, GWT",,,Fire effects on mycorrhizal symbiosis and root system architecture in southern African savanna grasses,AFRICAN JOURNAL OF ECOLOGY,,,English,Article,,,,,,fire; grasses; mycorrhizas; root architecture; savannas,TALLGRASS PRAIRIE; ARBUSCULAR MYCORRHIZAS; COMMUNITY STRUCTURE; PHOSPHATE AVAILABILITY; GROWTH; COLONIZATION; ARABIDOPSIS; RESPONSES; FUNGI; PROLIFERATION,"Mycorrhizal symbiosis is a key factor influencing aspects of grassland and savanna structure and functioning including plant growth, competition, population and community dynamics, and responses to fire and herbivory. This study assessed the effects of fire on mycorrhizal symbiosis and root system architecture (RSA) in South African savanna grasses. Eighteen grass species were sampled across contrasting fire frequency treatments in the Kruger National Park experimental burn plots. All eighteen species studied were highly colonized by arbuscular mycorrhizal fungi (AMF). Both mycorrhizal symbiosis and RSA were strongly affected by fire, with an increase in AMF colonization and a decrease in root branching and fine root development with decreasing fire frequency. Greater water limitation in frequently burned savanna may result in greater fine root development, thus reducing plant dependency on AMF for acquisition of soil resources. Reduced mycorrhizal colonization in frequently burned savanna may also be driven by higher phosphorus : nitrogen ratios, or indirect effects related to higher grazing intensities in frequently burned sites.","Kansas State Univ, Div Biol, Manhattan, KS 66506 USA","Hartnett, DC (reprint author), Kansas State Univ, Div Biol, Ackert Hall, Manhattan, KS 66506 USA.",dchart@ksu.edu,"Wilson, Gail/G-4255-2012",,,,,53,27,28,3,36,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0141-6707,1365-2028,,AFR J ECOL,Afr. J. Ecol.,DEC,2004,42,4,,,,,328,337,,10.1111/j.1365-2028.2004.00533.x,,,10,Ecology,Environmental Sciences & Ecology,887UX,WOS:000226332100010,,,,,10/31/19
J,"Maillard, P; Garriou, D; Deleens, E; Gross, P; Guehl, JM",,,,"Maillard, P; Garriou, D; Deleens, E; Gross, P; Guehl, JM",,,The effects of lifting on mobilisation and new assimilation of C and N during regrowth of transplanted Corsican pine seedlings. A dual C-13 and N-15 labelling approach,ANNALS OF FOREST SCIENCE,,,English,Article,,,,,,transplanting stress; growth; C; N; assimilation; remobilisation,FIELD PERFORMANCE; COLD-STORAGE; GAS-EXCHANGE; ELEVATED CO2; ROOT-GROWTH; NITROGEN; CARBOHYDRATE; STRESS; CARBON; PHOTOSYNTHESIS,"A dual long-term C-13 and N-15 labelling procedure was used to label C and N reserves of one-year-old Corsican pine seedlings. After labelling, seedlings were either submitted to a removal of root tips to simulate a nursery lifting or kept intact before being transplanted into minirhyzotrons ( parallelepipedal containers allowing root elongation observations) and grown for 41 days in a climatized chamber. Applying isotopic dilution equations allowed to assess for regrowth the effects of lifting on the use of C and N either derived from reserves or newly assimilated. Lifting decreased markedly root and shoot growth after transplanting, as well as CO2 assimilation rate and stomatal conductance of needles. However, both the ratio of needle intercellular/ambient CO2 concentration and needle predawn water potential remained unaltered. Lifting also decreased total non-structural carbohydrate (TNC) concentration at the whole seedling level. Shoot growth began just after transplanting and was supported by old C. Concomitantly, a strong decrease in old C and TNC occurred in old roots. A marked N mobilisation was also observed in needles. New root growth occurred 15 days after transplanting and depended less on old C and N than did the new shoot growth. Shoot and root growth were further supported more and more by newly acquired C and N. On day 41 after transplanting, new roots contained mainly new C and N, while new shoots remained enriched in old N. The decrease in growth in response to lifting was more pronounced in roots than in shoots and resulted less from a reduced availability of reserves than from a significant decrease in acquisition of both C and N.","Ctr INRA Nancy, UMR INRA UHP Ecol & Ecophysiol Forestieres, F-54280 Seichamps, France; Univ Paris 11, Inst Biotechnol Plantes, CNRS, Lab Struct & Metab Plantes, F-91405 Orsay, France","Maillard, P (reprint author), Ctr INRA Nancy, UMR INRA UHP Ecol & Ecophysiol Forestieres, F-54280 Seichamps, France.",maillard@nancy.inra.fr,,,,,,33,13,14,0,1,E D P SCIENCES,LES ULIS CEDEX A,"17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, F-91944 LES ULIS CEDEX A, FRANCE",1286-4560,,,ANN FOREST SCI,Ann. For. Sci.,DEC,2004,61,8,,,,,795,805,,10.1051/forest:2004080,,,11,Forestry,Forestry,893VO,WOS:000226748700007,,,,,10/31/19
