PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Campbell, JJ; Finer, L; Messier, C",,,,"Campbell, JJ; Finer, L; Messier, C",,,Fine-root production in small experimental gaps in successional mixed boreal forests,JOURNAL OF VEGETATION SCIENCE,,,English,Article; Proceedings Paper,IAVS Workshop on Disturbance Dynamics in Boreal Forests,"AUG 26-30, 1996","UNIV QUEBEC ABITI TEMISCAAMINGUE, ROUYN-NORANDA, CANADA",IAVS,UNIV QUEBEC ABITI TEMISCAAMINGUE,balsam fir; eastern white cedar; root-ingrowth bag; trembling aspen,LODGEPOLE PINE FOREST; TROPICAL FOREST; TREEFALL GAPS; CANOPY GAPS; RAIN-FOREST; BIOMASS; DYNAMICS; LIGHT; FIRE; NITROGEN,"The effects of small 10 m x 10 m experimental above-ground gaps on fine-root production for the first two years were studied in three fire-initiated stands of the northwestern mixed broad-leaf-conifer boreal forest of Quebec. The 48-yr-old forest is dominated by Populus tremuloides (Trembling aspen), the 122-yr-old forest by a mixture of P. tremuloides, Abies balsamea (balsam fir) and Picea glauca (white spruce), and the 232-yr-old forest by Thuja occidentalis (eastern white cedar) and A. balsamea, with some P. tremuloides. 40 root-ingrowth bags were installed in different locations in and around each gap (at gap center, 1 to 2 m either side of gap edge and in adjacent control plots). Half of the ingrowth bags were harvested after one year following gap creation, the other half after two years. Roots were sorted into different species grouping. Fine-root production was statistically (P < 0.05) larger in the youngest forest compared to the two older ones after one year, but not after two years. The individual species or groups of species increased, decreased or showed no change in fine-root production in gaps, but overall we did not observe a major shift in species proportion between gap and control plots after two years. Some herbs and also Taxus canadensis seemed to benefit in terms of fine-root growth from such small openings after two years. No statistical differences (P > 0.10) in total fine-root production were found among locations within and outside gaps in either year. However, there was a clear tendency for fine-root production to be smaller in gap center than in the other locations for the two younger successional forests the first year after gap creation. We conclude that small above-ground gaps (i.e. < 100 m(2)) do not produce a significant and long-lasting below-ground gap in terms of total fine-root production in the successional forests investigated.","Univ Quebec, Grp Rech Ecol Forestiere, Montreal, PQ H3C 3P8, Canada; Finnish Res Inst, Joensuu Res Stn, FIN-80101 Joensuu, Finland","Messier, C (reprint author), Univ Quebec, Grp Rech Ecol Forestiere, CP 8888 Succ Ctr Ville, Montreal, PQ H3C 3P8, Canada.",messier.christian@uqam.ca,,,,,,40,13,13,2,15,OPULUS PRESS UPPSALA AB,UPPSALA,"BOX 25137, S 752 25 UPPSALA, SWEDEN",1100-9233,,,J VEG SCI,J. Veg. Sci.,AUG,1998,9,4,,,,,537,542,,10.2307/3237269,,,6,Plant Sciences; Ecology; Forestry,Plant Sciences; Environmental Sciences & Ecology; Forestry,138BP,WOS:000076951800010,,Green Accepted,,,10/31/19
J,"Foster, CM; Horner, HT; Graves, WR",,,,"Foster, CM; Horner, HT; Graves, WR",,,"Nodulation response of woody Papilionoid species after inoculation with rhizobia and soil from Hawaii, Asia and North America",PLANT AND SOIL,,,English,Article,,,,,,Cladrastis; inoculation; leguminous trees; Maackia; non-nodulating; Styphnolobium,SOYBEAN PLANTS; LEGUMINOSAE,"Among subfamilies in the Fabaceae, the capacity to form root nodules is most common in the Papilionoideae. Yet nodules have never been observed on species of Cladrastis, and there are conflicting reports of the capacity of species in the genus Styphnolobium to nodulate. Our objectives were to evaluate Styphnolobium japonicum (formerly Sophora japonica) and Cladrastis kentukea for the capacity to nodulate and to characterize any isolated rhizobia. N-deficient plants were inoculated with rhizobia chosen for their low host specificity or for their symbiotic potential with indigenous and introduced trees and shrubs of Sophora species in Hawaii, Japan and China. Soil samples from the root zones of mature S. japonicum, C. kentukea and other woody legumes, introduced or indigenous to Hawaii, Japan, China and the continental USA, also were used as inocula. Inoculation did not elicit nodulation of C. kentukea or S. japonicum, despite that N concentrations of shoots of S. japonicum (1.6%) and C. kentukea (1.5%) fell below the highest shoot N percentage that previously was associated with well-nodulated plants of Maackia amurensis (1.8%). In addition to these analyses, rhizobia were isolated from nodules on the roots of a tree reported to us as S. japonicum. Nine of the 10 isolates selected as representatives of similarity groups were capable of nodulating M. amurensis, which led to the identification of the putative S. japonicum as Maackia floribunda. We also found that broad-range Bradyrhizobium USDA 6, USDA 3384 and USDA 3456 induce nodules on R. pseudoacacia and M, amurensis, which were used as control species during inoculation trials with S. japonicum and C. kentukea. Our conclusion that S. japonicum and C. kentukea lack the capacity to nodulate is based on the most thorough analysis of the nodulation capacity of these species to date. Previous reports of nodulation of S. japonicum may have been due to inaccurate plant or nodule identification.","Iowa State Univ, Inderdept Plant Physiol Program, Ames, IA 50011 USA; Iowa State Univ, Dept Bot, Ames, IA 50011 USA; Iowa State Univ, Dept Hort, Ames, IA 50011 USA","Foster, CM (reprint author), Iowa State Univ, Inderdept Plant Physiol Program, Ames, IA 50011 USA.",cmfoster@iastate.edu,,,,,,40,3,4,1,10,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,AUG,1998,205,2,,,,,103,111,,10.1023/A:1004309414388,,,9,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,168WK,WOS:000078716000002,,,,,10/31/19
J,"Fang, C; Moncrieff, JB; Gholz, HL; Clark, KL",,,,"Fang, C; Moncrieff, JB; Gholz, HL; Clark, KL",,,Soil CO2 efflux and its spatial variation in a Florida slash pine plantation,PLANT AND SOIL,,,English,Article,,,,,,multiple regression model; slash pine plantation; soil respiration; spatial variability of CO2 efflux,ROOT RESPIRATION; NORTH FLORIDA; FOREST; EVOLUTION; ELLIOTTII; FLOOR; FLUX; FERTILIZATION; TEMPERATURE; DYNAMICS,"The efflux of CO2 from the soil surface can vary markedly in magnitude both in time and space and its correct determination is crucial in many ecological studies. In this paper, we report results of field measurements, using an open-top dynamic chamber, of soil CO2 efflux in a mature Florida slash pine (Pinus elliottii Engelm. var.elliottii) plantation. The daily average efflux was 0.217 mg CO2 m(-2)s(-1) in the autumn and 0.087 mg CO2 m(-2)s(-1) in the winter. Soil temperature, which accounts for most of the temporal variability in CO2 efflux, is by far the most influential factor controlling soil respiration rate and its temporal variation. The CO2 efflux in the slash pine plantation is highly spatially variable and effluxes from the soil under palmetto is significantly higher than that from the open floor. The CO2 efflux generally increases with increase in soil fine root biomass, litter and humus amount on the forest floor but is inversely related to the amount of organic matter in the mineral soil. The spatial variation in CO2 efflux can be well characterised by a simple multiple regression model incorporating live and dead biomass and soil total porosity as predictor variables. Understorey plants, mostly Serenoa repens, are an important component of the C cycle and the major contributor to the spatial heterogeneity of soil CO2 efflux. The influence of understorey plants on soil respiration is probably via two approaches: increasing litterfall and root metabolism, both consequently stimulating microbial activity in the mineral soil.","Univ Edinburgh, Inst Ecol & Resource Management, Edinburgh EH9 3JU, Midlothian, Scotland; Univ Florida, Inst Food & Agr Sci, Forest Resources & Conservat, Gainesville, FL 32611 USA","Fang, C (reprint author), Univ Edinburgh, Inst Ecol & Resource Management, Edinburgh EH9 3JU, Midlothian, Scotland.",,,,,,,35,174,247,1,37,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,AUG,1998,205,2,,,,,135,146,,10.1023/A:1004304309827,,,12,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,168WK,WOS:000078716000005,,,,,10/31/19
J,"Ahlich, K; Rigling, D; Holdenrieder, O; Sieber, TN",,,,"Ahlich, K; Rigling, D; Holdenrieder, O; Sieber, TN",,,Dark septate hyphomycetes in Swiss conifer forest soils surveyed using Norway-spruce seedlings as bait,SOIL BIOLOGY & BIOCHEMISTRY,,,English,Article,,,,,,,PHIALOCEPHALA-FORTINII; ROOTS; FUNGI; ASSOCIATIONS,"Soil samples were collected under Norway-spruce trees (Picea abies (L.) Karst.) on 72 sites throughout Switzerland, passed through a disinfected sieve and put into autoclaved clay pots. Surface-sterilized Norway-spruce seeds were sown into these pots and the seedlings were reared in a growth cabinet for 4 months. The root systems of nine seedlings per site were surface-sterilized and one 23 mm long segment of each of two root-diameter classes (class 1: dia < 1 mm, class 2: dia 1-2 mm) was aseptically excised from each root system and plated out on 2% (w/v) malt-extract agar to isolate fungi. Dark septate hyphomycetes (DSH) could be isolated from the soil samples of all except two sites. The frequency of seedling roots colonized by DSH ranged from 11-100%, the average being 76%. Colonization of root diameter class 2 was significantly higher than the one of class 1. No site-dependent pattern of colonization could be recognized except for the soil pH value. The frequency of DSH was correlated with the pH value of the collection sites and reached the maximum between pH values 3.5 and 4.5. The health status of the seedlings as measured by needle color, presence or absence of needle tip chlorosis, the number of living seedlings per pot and the dry weight was not correlated with the colonization of the roots by DSH. About 49% of the DSH sporulating after 1 y of incubation at 4 degrees C in the dark were identified as Phialocepllala fortinii. Advantages and disadvantages of the baiting technique are discussed. (C) 1998 Elsevier Science Ltd. All rights reserved.","ETH Zentrum, Dept Wood & Forest Sci, Sect Forest Pathol & Dendrol, CH-8092 Zurich, Switzerland; Swiss Fed Inst Forest Snow & Landscape Res, CH-8903 Birmensdorf, Switzerland","Sieber, TN (reprint author), ETH Zentrum, Dept Wood & Forest Sci, Sect Forest Pathol & Dendrol, CH-8092 Zurich, Switzerland.",,"Sieber, Thomas/D-3275-2009",,,,,25,22,24,1,3,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0038-0717,,,SOIL BIOL BIOCHEM,Soil Biol. Biochem.,AUG,1998,30,9-Aug,,,,,1069,1075,,10.1016/S0038-0717(97)00223-X,,,7,Soil Science,Agriculture,ZY151,WOS:000074591400011,,,,,10/31/19
J,"Lopez, B; Sabate, S; Gracia, C",,,,"Lopez, B; Sabate, S; Gracia, C",,,Fine roots dynamics in a Mediterranean forest: effects of drought and stem density,TREE PHYSIOLOGY,,,English,Article; Proceedings Paper,International Symposium on Forests at the Limit - Environmental Constraints on Forest Function,"MAY 11-17, 1997","SKUKUZA, SOUTH AFRICA","Council Sci & Ind Res, Int Union Forest Res Org",,holm oaks; minirhizotron; Quercus ilex; soil water content; thinning,NORTHERN HARDWOOD FOREST; SOIL-TEMPERATURE; GROWTH; TURNOVER; PRODUCTIVITY; RESPONSES; ECOSYSTEM; MORTALITY; PATTERNS; TREES,"Summer drought is a characteristic trait of Mediterranean climates and can limit primary production. The helm oak (Quercus ilex L.) forest at the Prades Experimental Complex of Catchments (PECC, NE Spain) was managed by clear-cutting until the 1950s. As a result of this practice, the forest has a high density (13000 stems ha(-1)) that is causing growth stagnation and intense competition for water. A thinning experiment was conducted to release resources, reduce stem competition and improve forest productivity Minirhizotrons were installed in two plots in each of the thinned and control stands and fine root dynamics quantified to a soil depth of 60 cm over a 2-year period (June 1994-May 1996). Soil water content was higher and soil water penetrated deeper in the soil (30-50 cm) in the thinned plots than in the control plots. In the control plots, soil temperature did not vary substantially with depth (mean = 11.65 degrees C), whereas soil temperature was higher in shallow horizons compared with deep horizons in the thinned plots. Mean soil temperature was one degree higher in the thinned plots than in the control plots (12.9 versus 11.9 degrees C). There were always more roots in the top 20 cm of soil in thinned plots than in control plots. In the thinned plots, more than 50% of root density (root no, cm(-2)) was located in the top 20 cm of soil, whereas root density never reached 50% in the 0-20 cm soil layer of the control plots. Roots longevity varied from 35 to 471 days, and there were significant differences between soil depths. Root longevity was greater in the control plots than in the thinned plots.","Univ Barcelona, Fac Biol, Dept Ecol, E-08028 Barcelona, Catalunya, Spain","Lopez, B (reprint author), Univ Barcelona, Fac Biol, Dept Ecol, Avgda Diagonal 645, E-08028 Barcelona, Catalunya, Spain.",,"Sabate, Santiago/I-3395-2016","Sabate, Santiago/0000-0003-1854-0761",,,,33,57,61,1,18,HERON PUBLISHING,VICTORIA,"202, 3994 SHELBOURNE ST, VICTORIA, BC V8N 3E2, CANADA",0829-318X,,,TREE PHYSIOL,Tree Physiol.,AUG-SEP,1998,18,9-Aug,,,,,601,606,,,,,6,Forestry,Forestry,113XY,WOS:000075580200015,12651348,,,,10/31/19
J,"Tzfira, T; Vinocur, B; Altman, A; Vainstein, A",,,,"Tzfira, T; Vinocur, B; Altman, A; Vainstein, A",,,"rol-transgenic Populus tremula: root development, root-borne bud regeneration and in vitro propagation efficiency",TREES-STRUCTURE AND FUNCTION,,,English,Article,,,,,,Agrobacterium rhizogenes; Populus tremula; rol Genes; root formation; transgenic plants,AGROBACTERIUM-RHIZOGENES; ASPEN PLANTS; RI-PLASMID; T-DNA; TRANSFORMATION; GENES; TOBACCO; PROMOTERS; SURFACE; GROWTH,"The potential use of the rol genes from Agrobacterium rhizogenes to improve the root system horticultural characteristics was evaluated in transgenic aspen (Populus tremula) plants, harboring the rol genes under their native promoters. Southern blot and RT-PCR analyses confirmed the presence and expression of A. rhizogenes rolC and rolB genes in four different phenotypically selected transgenic clones. Several of the observed phenotypic modifications were related to rol-gene expression and included, in particular, modified root systems. All in vitro-cultured rol-transgenic plants exhibited extensive root formation in a hormone-free medium, as well as a larger root surface area and mass, as compared to a uidA (beta-glucuronidase-encoding)-transgenic aspen line and control (non-transformed) plants. Adventitiuus root formation in stem segments of rol-transgenic plants exhibited very rapid kinetics, resulting in a much shorter rooting time for rol-transgenic stem segments (e.g. 10 days for 80% rooting in rol-transgenic lines T-26 and T-27, as compared to Inure than 18 days for control nontransformed or uidA-transgenic aspen plants). rol-Transgenic plants maintained the capacity for 100% rooting throughout the year, versus 70-80% rooting in non-transformed plants during the winter. The four rol-transgenic lines exhibited differences in root development; in two of them enhanced root development was accompanied by increased shoot fresh weight. The root:shoot fresh weight ratio was always higher in rol-transgenic lines than in non-transformed plants. In the T-27 rol-transgenic line, the propagation coefficient of shoot-bud regeneration in liquid root culture was almost three times higher than in non-transformed plants. To the best of our knowledge this is the first report on quantitative phenotypic alterations in rol-transgenic woody plants.","Hebrew Univ Jerusalem, Kennedy Leigh Ctr Hort Res, Fac Agr Food & Environm Qual Sci, IL-76100 Rehovot, Israel; Hebrew Univ Jerusalem, Otto Warburg Ctr Biotechnol Agr, Fac Agr Food & Environm Qual Sci, IL-76100 Rehovot, Israel","Altman, A (reprint author), Hebrew Univ Jerusalem, Kennedy Leigh Ctr Hort Res, Fac Agr Food & Environm Qual Sci, POB 12, IL-76100 Rehovot, Israel.",altman@agri.huji.ac.il,,,,,,39,13,15,0,0,SPRINGER VERLAG,NEW YORK,"175 FIFTH AVE, NEW YORK, NY 10010 USA",0931-1890,,,TREES-STRUCT FUNCT,Trees-Struct. Funct.,AUG,1998,12,8,,,,,464,471,,10.1007/PL00009729,,,8,Forestry,Forestry,119FE,WOS:000075884700002,,,,,10/31/19
J,"Brockway, DG; Outcalt, KW",,,,"Brockway, DG; Outcalt, KW",,,Gap-phase regeneration in longleaf pine wiregrass ecosystems,FOREST ECOLOGY AND MANAGEMENT,,,English,Review,,,,,,Pinus palustris Mill.; Aristida stricta Michx.; uneven-aged forest; disturbance; canopy gaps; root gaps,OLD-GROWTH FOREST; CANOPY GAPS; TROPICAL FOREST; TREEFALL GAPS; SUB-ALPINE; CENTRAL FLORIDA; MAPLE FOREST; RAIN-FOREST; SUGAR MAPLE; DYNAMICS,"Naturally regenerated seedlings of longleaf pine are typically observed to cluster in the center of tree fall canopy gaps and be encircled by a wide zone from which they are generally excluded. Twelve representative canopy gaps distributed across 600 ha of a naturally regenerated uneven-aged longleaf pine forest in the sandhills of north central Florida were examined to determine which aboveground and belowground factors are responsible for development of this seedling exclusionary zone. Within 12 m of adult trees growing along the gap edge, significantly fewer longleaf pine seedlings were present, The canopy of overstory trees, however, extended only 4-5 m into the gap. The relatively open structure of the longleaf pine canopy (57% cover) allowed photosynthetically active radiation (PAR) to be evenly distributed upon the forest floor across each canopy gap. Thus, light avail-ability was not related to pine seedling clustering near gap centers, Significantly greater forest litter mass beneath adult trees (5 Mg ha(-1)) could result in fires more intense than would be supported by the litter mass near gap centers (2.5 Mg ha(-1)). However, litter mass was significantly elevated only within 4 m of the gap edge. The fine root biomass within 12 m of the gap edge (3-4.5 Mg ha(-1)) was two to six times that measured near the gap center and most closely coincided with the width of the seedling exclusionary zone along the margin of each gap. Thus, while the canopy of adjacent adult trees may indirectly influence seedling mortality through deposition of needle litter and greater fire intensity within 4 m of the gap edge, the root systems of these adults also appear to directly compete with seedlings within 12-16 m of the gap edge for limited site resources, To effectively regenerate and sustain longleaf pine wiregrass ecosystems, caution should be used in prescribing single-tree selection harvest methods so as not to create gap openings so small (< 30 m diameter) that intraspecific competition from adult toes totally excludes seedlings. Group selection methods may prove more effective in creating canopy gaps of sizes suitable (greater than or equal to 40 m diameter) for ensuring that intraspecific competition from adults is maintained at a level which allows for survival and growth of seedlings. Shelterwood and deferment methods may also prove useful where more open canopy conditions are desired. However, the pine seedlings' need for light cannot be used as an appropriate rationale for application of clearcutting methods. (C) 1998 Elsevier Science B.V.","US Forest Serv, Rocky Mt Res Stn, USDA, Albuquerque, NM 87106 USA; US Forest Serv, Intens Management Practices Assessment Ctr, So Res Stn, Gainesville, FL 32611 USA; US Forest Serv, So Res Stn, USDA, Athens, GA 30602 USA","Brockway, DG (reprint author), US Forest Serv, Rocky Mt Res Stn, USDA, 2205 Columbia Dr SE, Albuquerque, NM 87106 USA.",,,,,,,102,79,81,0,41,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-1127,,,FOREST ECOL MANAG,For. Ecol. Manage.,27-Jul,1998,106,3-Feb,,,,,125,139,,10.1016/S0378-1127(97)00308-3,,,15,Forestry,Forestry,ZQ896,WOS:000073913900007,,,,,10/31/19
J,"Papatheodorou, EM; Pantis, JD; Stamou, GP",,,,"Papatheodorou, EM; Pantis, JD; Stamou, GP",,,The effect of grazing on phenology and biomass allocation in Quercus coccifera (L.),ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,,,English,Article,,,,,,Quercus coccifera; grazing; biomass allocation; root structure; phenology; dominance,GROWTH; DEFOLIATION; SHRUBS; PRODUCTIVITY; NITROGEN; FORESTS; PATTERN,"The spatial arrangement of above-ground tissues, the biomass allocation patterns, the root structure and the temporal variations in biomass were examined in grazed and ungrazed Quercus coccifera shrubs. Grazed shrubs exhibited lower values of individual leaf area and weight, and a higher number of leaves per shoot. This means that a grazed shrub's photosynthetic area is divided into more numerous, although smaller, units. In grazed shrubs, 60 % of the total biomass was invested in below-ground parts, while in ungrazed shrubs, the highest proportion of the biomass (50 %) was allocated to woody tissues. The root structure of Q. coccifera shrubs was characterized by high biomass allocation to coarse roots (65 %) and low allocation to fine ones (7 %). The allocation to coarse roots was significantly increased in grazed shrubs. The temporal variations in above- and below-ground biomass appeared to be grazing independent. Above- and below-ground plant biomass increase during the period from late spring to September, the most severe period for the Mediterranean ecosystem. The intrinsic features of Q. coccifera, coupled with features induced by grazing, probably favor its dominance in areas degraded by grazing. (C) Elsevier, Paris.","Aristotelian Univ Salonika, Fac Sci, Sch Biol, Dept Ecol, GR-54006 Salonika, Greece","Papatheodorou, EM (reprint author), Aristotelian Univ Salonika, Fac Sci, Sch Biol, Dept Ecol, UP Box 119, GR-54006 Salonika, Greece.",,,,,,,36,12,13,1,9,GAUTHIER-VILLARS/EDITIONS ELSEVIER,PARIS,"23 RUE LINOIS, 75015 PARIS, FRANCE",1146-609X,,,ACTA OECOL,Acta Oecol.-Int. J. Ecol.,JUL-AUG,1998,19,4,,,,,339,347,,10.1016/S1146-609X(98)80038-6,,,9,Ecology,Environmental Sciences & Ecology,127BW,WOS:000076331500002,,,,,10/31/19
J,"Larson, JL; Siemann, E",,,,"Larson, JL; Siemann, E",,,Legumes may be symbiont-limited during old-field succession,AMERICAN MIDLAND NATURALIST,,,English,Article,,,,,,,PLANT DOMINANCE; NITROGEN; SOIL,We employed a bioassay using soybean seeds and native prairie bush clover (Lespedeza capitate) seeds to demonstrate that legumes may be rare throughout secondary succession in nitrogen-poor grasslands due to a lack of suitable rhizobia and consequently lower growth rates.,"Univ Minnesota, Dept Ecol Evolut & Behav, St Paul, MN 55108 USA","Larson, JL (reprint author), Univ Michigan, Sch Nat Resources & Environm, Ann Arbor, MI 48109 USA.",,,,,,,18,21,22,0,15,AMER MIDLAND NATURALIST,NOTRE DAME,"UNIV NOTRE DAME, BOX 369, ROOM 295 GLSC, NOTRE DAME, IN 46556 USA",0003-0031,,,AM MIDL NAT,Am. Midl. Nat.,JUL,1998,140,1,,,,,90,95,,10.1674/0003-0031(1998)140[0090:LMBSLD]2.0.CO;2,,,6,Biodiversity Conservation; Ecology,Biodiversity & Conservation; Environmental Sciences & Ecology,104KR,WOS:000075014000009,,,,,10/31/19
J,"Nsangou, M; Greenwood, M",,,,"Nsangou, M; Greenwood, M",,,"Physiological and morphological differences between somatic, in vitro germinated, and normal seedlings of red spruce (Picea rubens Sarg.)",CANADIAN JOURNAL OF FOREST RESEARCH,,,English,Article,,,,,,,INTERIOR SPRUCE; MATURATION; EMBRYOGENESIS; AGE; EXPRESSION; FOLIAGE; LARCH,"Growth and foliar characteristics of red spruce (Picea rubens Sarg.) seedlings produced from somatic embryos (SS) from cell lines representing three genotypes, zygotic embryos (ZS) germinated in vitro, and normal seed (NS) germinated in a greenhouse were compared after 8 months of growth in the greenhouse. NS and SS were similar in terms of height, diameter, root to shoot ratio, and total plant dry mass, but ZS grew significantly more. The root to shoot ratio of ZS was only one half that of SS and NS. Foliar characteristics such as needle dry mass and specific leaf area were also similar between SS and NS and appeared to be distinctly juvenile, but were the most juvenile in ZS. Net photosynthesis, stomatal conductance, and total chlorophyll content were lowest in the ZS, even though they grew the most. After 2 years of growth in pots outdoors, the stem diameter of ZS was still significantly greater than that of SS or NS, although height growth was no longer significantly different. There was no evidence that SS showed signs of accelerated maturation. The possibility that the unexpectedly greater growth of ZS is due to environmental variation during seed set and early germination that affects subsequent seedling growth and development is discussed.","Univ Maine, Dept Forest Ecosyst Sci, Orono, ME 04469 USA; Inst Agr Res Dev, Yaounde, Cameroon","Greenwood, M (reprint author), Univ Maine, Dept Forest Ecosyst Sci, 5755 Nutting Hall, Orono, ME 04469 USA.",greenwd@apollo.umenfa.maine.edu,,,,,,24,10,10,0,2,"CANADIAN SCIENCE PUBLISHING, NRC RESEARCH PRESS",OTTAWA,"65 AURIGA DR, SUITE 203, OTTAWA, ON K2E 7W6, CANADA",0045-5067,1208-6037,,CAN J FOREST RES,Can. J. For. Res.,JUL,1998,28,7,,,,,1088,1092,,10.1139/cjfr-28-7-1088,,,5,Forestry,Forestry,139XM,WOS:000077056600017,,,,,10/31/19
